BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,7.26,22.68,47.63,81.65,122.92
45.36,9.98,27.22,54.43,90.72,133.81
49.9,12.7,31.75,60.78,98.88,143.79
54.43,15.88,36.29,67.13,106.59,153.31
58.97,18.6,40.82,73.03,114.31,162.39
63.5,21.77,45.36,78.93,121.56,171
68.04,24.95,49.44,84.37,128.37,179.17
72.57,27.67,53.52,89.81,135.17,187.33
77.11,30.84,57.61,94.8,141.52,194.59
81.65,33.57,61.69,100.24,147.87,201.85
86.18,36.29,65.32,104.78,153.77,208.65
90.72,39.46,69.4,109.77,159.66,215.46
95.25,42.18,73.03,114.31,165.11,222.26
99.79,44.91,76.66,118.84,170.55,228.16
104.33,47.63,80.29,123.38,175.54,234.51
108.86,50.35,83.46,127.46,180.98,240.4
113.4,53.07,87.09,131.54,185.97,245.85
117.93,55.34,90.26,135.62,190.51,251.74
