BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,13.15,22.68,35.38,50.35,67.59
45.36,14.97,24.49,37.65,53.52,71.21
49.9,16.33,26.76,40.37,56.7,74.84
54.43,17.69,28.58,42.64,59.42,77.56
58.97,19.05,30.39,44.45,61.69,80.74
63.5,20.41,31.75,46.72,63.96,83.46
68.04,21.77,33.57,48.53,66.22,86.18
72.57,23.13,34.93,50.35,68.49,88.45
77.11,24.04,36.74,52.16,70.76,90.72
81.65,25.4,38.1,53.98,72.57,92.99
86.18,26.31,39.46,55.34,74.39,95.25
90.72,27.67,40.82,57.15,76.2,97.07
95.25,28.58,41.73,58.51,78.02,99.34
99.79,29.48,43.09,59.87,79.83,101.15
104.33,30.84,44.45,61.69,81.19,102.97
108.86,31.75,45.36,63.05,83.01,104.78
113.4,32.66,46.72,63.96,84.37,106.14
117.93,33.57,47.63,65.32,85.73,107.95
