BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.36,1.36,13.61,38.1,73.03
45.36,0.45,2.72,17.24,44,80.74
49.9,0,4.08,20.87,49.44,88.45
54.43,0,5.9,24.04,54.88,95.71
58.97,0,7.71,27.67,60.33,102.51
63.5,0.45,9.53,31.3,65.32,109.32
68.04,0.91,11.79,34.93,70.31,115.67
72.57,1.81,13.61,38.1,74.84,121.56
77.11,2.72,15.42,41.28,79.38,127.46
81.65,3.18,17.69,44.45,83.91,132.9
86.18,4.08,19.5,47.63,88.45,138.35
90.72,4.99,21.77,50.8,92.53,143.79
95.25,6.35,23.59,53.98,96.62,148.78
99.79,7.26,25.85,57.15,100.7,153.77
104.33,8.16,27.67,59.87,104.78,158.76
108.86,9.53,29.48,63.05,108.41,163.29
113.4,10.43,31.75,65.77,112.04,167.83
117.93,11.79,33.57,68.49,115.67,172.37
