BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,4.08,7.26,11.79,16.78
45.36,1.81,4.08,7.71,12.25,17.24
49.9,2.27,4.54,8.16,12.7,18.14
54.43,2.27,4.99,8.62,13.15,18.6
58.97,2.27,4.99,8.62,13.61,19.05
63.5,2.72,5.44,9.07,14.06,19.5
68.04,2.72,5.44,9.53,14.51,19.96
72.57,3.18,5.9,9.98,14.51,20.41
77.11,3.18,5.9,9.98,14.97,20.87
81.65,3.18,6.35,10.43,15.42,21.32
86.18,3.63,6.35,10.43,15.88,21.77
90.72,3.63,6.8,10.89,15.88,22.23
95.25,3.63,6.8,10.89,16.33,22.23
99.79,4.08,7.26,11.34,16.78,22.68
104.33,4.08,7.26,11.79,16.78,23.13
108.86,4.08,7.26,11.79,17.24,23.13
113.4,4.08,7.71,11.79,17.69,23.59
117.93,4.54,7.71,12.25,17.69,24.04
