BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,21.32,43.54,76.2,117.48,165.11
45.36,23.13,46.72,80.29,122.47,171.46
49.9,25.4,49.9,83.91,127.46,176.9
54.43,27.22,52.62,87.54,131.54,181.89
58.97,29.48,55.34,91.17,136.08,186.88
63.5,31.3,57.61,94.35,139.71,191.42
68.04,32.66,59.87,97.07,143.34,195.95
72.57,34.47,62.14,100.24,146.96,199.58
77.11,36.29,64.41,102.97,150.14,203.66
81.65,37.65,66.68,105.23,153.31,207.29
86.18,39.01,68.49,107.95,156.04,210.92
90.72,40.37,70.31,110.22,159.21,214.1
95.25,42.18,72.12,112.49,161.93,217.27
99.79,43.09,73.94,114.76,164.65,220.45
104.33,44.45,75.75,117.03,166.92,223.17
108.86,45.81,77.11,118.84,169.64,225.89
113.4,47.17,78.93,121.11,171.91,228.61
117.93,48.53,80.29,122.92,174.18,231.33
