BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,23.13,31.3,40.82,52.16,63.96
45.36,24.49,33.11,43.09,54.88,67.13
49.9,26.31,34.93,45.36,57.15,69.4
54.43,27.67,36.74,47.17,59.42,72.12
58.97,29.03,38.1,48.99,61.23,74.39
63.5,30.39,39.92,50.8,63.05,76.2
68.04,31.75,41.28,52.62,64.86,78.47
72.57,33.11,42.64,53.98,66.68,80.29
77.11,34.02,44,55.34,68.49,82.1
81.65,35.38,45.36,56.7,69.85,83.91
86.18,36.29,46.27,58.06,71.67,85.28
90.72,37.19,47.63,59.42,73.03,87.09
95.25,38.56,48.53,60.78,74.39,88.45
99.79,39.46,49.9,62.14,75.75,89.81
104.33,40.37,50.8,63.05,77.11,91.17
108.86,41.28,51.71,64.41,78.02,92.53
113.4,42.18,52.62,65.32,79.38,93.89
117.93,42.64,53.52,66.22,80.29,95.25
