BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.72,6.8,13.61,22.68,33.57
45.36,3.18,7.71,14.97,24.49,35.83
49.9,3.63,9.07,16.33,26.31,38.1
54.43,4.54,9.98,17.69,28.12,40.37
58.97,4.99,10.89,19.05,29.94,42.18
63.5,5.9,11.79,20.41,31.3,44
68.04,6.35,12.7,21.77,32.66,45.81
72.57,7.26,13.61,22.68,34.02,47.17
77.11,7.71,14.51,23.59,35.38,48.99
81.65,8.16,15.42,24.95,36.74,50.35
86.18,9.07,15.88,25.85,38.1,51.71
90.72,9.53,16.78,26.76,39.01,53.07
95.25,9.98,17.69,27.67,40.37,54.43
99.79,10.43,18.14,28.58,41.28,55.79
104.33,11.34,19.05,29.48,42.64,57.15
108.86,11.79,19.96,30.39,43.54,58.06
113.4,12.25,20.41,31.3,44.45,59.42
117.93,12.7,21.32,32.21,45.81,60.78
