BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.27,7.26,14.97,25.85,39.01
45.36,3.18,8.16,16.33,27.67,40.82
49.9,3.63,9.07,17.69,29.03,43.09
54.43,4.08,9.98,19.05,30.84,44.91
58.97,4.54,10.89,19.96,32.21,46.27
63.5,4.99,11.34,20.87,33.57,48.08
68.04,5.44,12.25,22.23,34.93,49.44
72.57,5.9,13.15,23.13,35.83,50.8
77.11,6.35,13.61,24.04,37.19,52.16
81.65,6.8,14.51,24.95,38.1,53.52
86.18,7.26,14.97,25.85,39.46,54.88
90.72,7.71,15.88,26.76,40.37,56.25
95.25,8.16,16.33,27.22,41.28,57.15
99.79,8.62,16.78,28.12,42.18,58.51
104.33,9.07,17.24,29.03,43.09,59.42
108.86,9.53,18.14,29.48,44,60.33
113.4,9.98,18.6,30.39,44.91,61.69
117.93,10.43,19.05,30.84,45.81,62.6
