BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,6.35,13.61,24.04,37.19,52.16
45.36,7.71,14.97,25.85,39.46,54.88
49.9,8.62,16.33,27.67,41.73,57.61
54.43,9.53,17.69,29.48,44,60.33
58.97,10.43,19.05,31.3,45.81,62.6
63.5,11.34,20.41,32.66,47.63,64.86
68.04,12.25,21.77,34.02,49.44,67.13
72.57,13.15,22.68,35.83,51.26,68.95
77.11,14.06,24.04,37.19,53.07,70.76
81.65,14.97,24.95,38.56,54.43,72.57
86.18,15.42,25.85,39.46,56.25,74.39
90.72,16.33,26.76,40.82,57.61,76.2
95.25,17.24,28.12,42.18,58.97,78.02
99.79,17.69,29.03,43.09,60.33,79.38
104.33,18.6,29.94,44.45,61.69,80.74
108.86,19.5,30.84,45.36,63.05,82.1
113.4,19.96,31.3,46.27,63.96,83.91
117.93,20.87,32.21,47.63,65.32,85.28
