BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,4.08,8.62,15.42,24.04,34.02
45.36,4.99,9.53,16.78,25.4,35.83
49.9,5.44,10.43,17.69,26.76,37.19
54.43,5.9,11.34,19.05,28.12,39.01
58.97,6.8,12.25,19.96,29.48,40.37
63.5,7.26,12.7,20.87,30.39,41.73
68.04,7.71,13.61,21.77,31.75,43.09
72.57,8.16,14.51,22.68,32.66,44
77.11,8.62,14.97,23.59,33.57,45.36
81.65,9.07,15.42,24.04,34.47,46.27
86.18,9.53,16.33,24.95,35.38,47.17
90.72,9.98,16.78,25.85,36.29,48.53
95.25,10.43,17.24,26.31,37.19,49.44
99.79,10.89,18.14,27.22,38.1,50.35
104.33,11.34,18.6,27.67,39.01,51.26
108.86,11.79,19.05,28.58,39.46,52.16
113.4,12.25,19.5,29.03,40.37,53.07
117.93,12.7,19.96,29.48,40.82,53.52
