BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,9.98,19.96,34.02,51.71,72.57
45.36,10.89,21.32,35.83,53.98,74.84
49.9,11.79,22.68,37.65,56.25,77.56
54.43,12.7,24.04,39.01,58.06,79.83
58.97,13.61,24.95,40.37,59.87,81.65
63.5,14.51,25.85,41.73,61.69,83.91
68.04,14.97,27.22,43.09,63.05,85.73
72.57,15.88,28.12,44.45,64.41,87.09
77.11,16.78,29.03,45.81,65.77,88.9
81.65,17.24,29.94,46.72,67.13,90.26
86.18,18.14,30.84,47.63,68.49,92.08
90.72,18.6,31.75,48.99,69.85,93.44
95.25,19.05,32.21,49.9,71.21,94.8
99.79,19.96,33.11,50.8,72.12,96.16
104.33,20.41,34.02,51.71,73.03,97.52
108.86,20.87,34.47,52.62,74.39,98.43
113.4,21.32,35.38,53.52,75.3,99.79
117.93,21.77,35.83,54.43,76.2,100.7
