BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,8.62,18.6,33.57,52.62,74.84
45.36,10.43,21.32,37.19,57.15,80.29
49.9,12.25,24.04,40.82,61.69,85.28
54.43,14.06,26.76,44,65.32,90.26
58.97,15.88,29.03,47.17,69.4,94.35
63.5,17.69,31.3,49.9,73.03,98.88
68.04,19.5,33.57,53.07,76.2,102.97
72.57,21.32,35.83,55.79,79.83,106.59
77.11,22.68,38.1,58.51,83.01,110.22
81.65,24.49,40.37,60.78,85.73,113.85
86.18,25.85,42.18,63.5,88.9,117.03
90.72,27.67,44,65.77,91.63,120.66
95.25,29.03,45.81,68.04,94.35,123.38
99.79,30.39,48.08,70.31,97.07,126.55
104.33,31.75,49.9,72.57,99.79,129.73
108.86,33.11,51.26,74.84,102.06,132.45
113.4,34.93,53.07,76.66,104.33,135.17
117.93,36.29,54.88,78.47,107.05,137.89
