BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,5.44,11.34,19.5,29.48,41.28
45.36,6.35,12.25,20.87,31.3,43.54
49.9,7.26,13.61,22.23,33.11,45.36
54.43,8.16,14.51,23.59,34.93,47.63
58.97,8.62,15.42,24.95,36.29,48.99
63.5,9.53,16.33,25.85,37.65,50.8
68.04,9.98,17.24,27.22,39.01,52.16
72.57,10.89,18.14,28.12,40.37,53.98
77.11,11.34,19.05,29.03,41.28,55.34
81.65,11.79,19.96,29.94,42.64,56.7
86.18,12.7,20.41,31.3,44,58.06
90.72,13.15,21.32,32.21,44.91,58.97
95.25,13.61,22.23,32.66,45.81,60.33
99.79,14.06,22.68,33.57,46.72,61.69
104.33,14.97,23.59,34.47,47.63,62.6
108.86,15.42,24.04,35.38,48.99,63.5
113.4,15.88,24.49,36.29,49.9,64.86
117.93,16.33,25.4,36.74,50.35,65.77
