BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,15.42,24.49,35.83,49.9,65.32
45.36,17.69,27.22,39.46,53.52,69.4
49.9,19.5,29.48,42.18,57.15,73.94
54.43,21.77,32.21,45.36,60.78,77.56
58.97,23.59,34.47,48.08,63.96,81.19
63.5,25.4,36.74,50.8,67.13,84.82
68.04,27.22,39.01,53.07,69.85,88
72.57,29.03,40.82,55.79,72.57,91.17
77.11,30.84,43.09,58.06,75.3,93.89
81.65,32.21,44.91,60.33,78.02,96.62
86.18,34.02,46.72,62.6,80.29,99.34
90.72,35.38,48.53,64.41,82.55,102.06
95.25,37.19,50.35,66.68,84.82,104.78
99.79,38.56,52.16,68.49,87.09,107.05
104.33,39.92,53.52,70.31,89.36,109.32
108.86,41.28,55.34,72.12,91.17,111.58
113.4,42.64,56.7,73.94,93.44,113.85
117.93,44,58.51,75.75,95.25,116.12
