BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,25.4,57.15,103.42,163.75,234.05
45.36,29.48,63.05,111.58,173.73,246.3
49.9,33.57,68.49,118.84,183.25,257.19
54.43,37.19,73.94,126.1,191.87,267.17
58.97,40.82,78.93,132.45,200.03,276.69
63.5,44.45,83.91,138.8,207.29,285.76
68.04,47.63,88.45,144.7,215,294.38
72.57,50.8,92.99,150.59,221.81,302.55
77.11,53.98,97.07,156.04,228.16,310.26
81.65,57.15,101.6,161.03,234.51,317.51
86.18,60.33,105.23,166.01,240.86,324.77
90.72,63.05,109.32,171,246.3,331.12
95.25,66.22,112.94,175.54,252.2,337.93
99.79,68.95,116.57,180.08,257.64,343.82
104.33,71.67,120.2,184.61,262.63,350.17
108.86,73.94,123.38,188.69,267.62,355.62
113.4,76.66,127.01,192.78,272.61,361.51
117.93,79.38,130.18,196.86,277.14,366.96
