BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.36,4.08,7.71,13.15,19.5
45.36,1.81,4.54,8.62,14.06,20.87
49.9,2.27,5.44,9.53,15.42,22.23
54.43,2.72,5.9,10.43,16.33,23.13
58.97,3.18,6.35,11.34,17.24,24.49
63.5,3.63,7.26,12.25,18.14,25.4
68.04,4.08,7.71,12.7,19.05,26.76
72.57,4.54,8.16,13.61,19.96,27.67
77.11,4.99,8.62,14.06,20.87,28.58
81.65,4.99,9.07,14.97,21.77,29.48
86.18,5.44,9.98,15.42,22.68,30.39
90.72,5.9,10.43,15.88,23.13,31.3
95.25,6.35,10.89,16.78,24.04,32.21
99.79,6.8,11.34,17.24,24.49,32.66
104.33,6.8,11.79,17.69,25.4,33.57
108.86,7.26,12.25,18.14,25.85,34.47
113.4,7.71,12.7,19.05,26.76,34.93
117.93,8.16,13.15,19.5,27.22,35.83
