BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.27,5.9,12.7,21.32,31.75
45.36,2.72,6.8,13.61,22.68,33.57
49.9,3.18,7.71,14.51,24.04,34.93
54.43,3.63,8.16,15.42,25.4,36.74
58.97,4.08,9.07,16.33,26.31,38.1
63.5,4.08,9.53,17.24,27.67,39.46
68.04,4.54,10.43,18.14,28.58,40.37
72.57,4.99,10.89,19.05,29.48,41.73
77.11,5.44,11.34,19.96,30.39,43.09
81.65,5.9,11.79,20.41,31.3,44
86.18,6.35,12.7,21.32,32.21,44.91
90.72,6.8,13.15,21.77,33.11,45.81
95.25,7.26,13.61,22.68,34.02,47.17
99.79,7.26,14.06,23.13,34.93,48.08
104.33,7.71,14.51,24.04,35.38,48.99
108.86,8.16,14.97,24.49,36.29,49.44
113.4,8.62,15.42,24.95,36.74,50.35
117.93,8.62,15.88,25.4,37.65,51.26
