BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.63,11.34,24.04,41.73,63.05
45.36,4.54,12.7,26.31,44.45,66.22
49.9,4.99,14.06,28.12,46.72,69.4
54.43,5.9,15.42,29.94,48.99,72.12
58.97,6.8,16.78,31.75,51.26,74.39
63.5,7.71,17.69,33.11,53.07,77.11
68.04,8.16,19.05,34.47,55.34,79.38
72.57,9.07,19.96,36.29,57.15,81.65
77.11,9.53,20.87,37.65,58.97,83.46
81.65,10.43,21.77,39.01,60.33,85.73
86.18,10.89,23.13,39.92,62.14,87.54
90.72,11.79,24.04,41.28,63.5,89.36
95.25,12.25,24.95,42.64,64.86,91.17
99.79,12.7,25.85,43.54,66.68,92.53
104.33,13.61,26.31,44.91,68.04,94.35
108.86,14.06,27.22,45.81,68.95,95.71
113.4,14.51,28.12,46.72,70.31,97.52
117.93,15.42,29.03,48.08,71.67,98.88
