BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,4.54,8.62,14.97,21.77
45.36,1.81,4.99,9.53,15.88,23.13
49.9,2.27,5.44,10.43,16.78,24.49
54.43,2.72,5.9,11.34,17.69,25.4
58.97,3.18,6.8,11.79,18.6,26.76
63.5,3.18,7.26,12.7,19.5,27.67
68.04,3.63,7.71,13.15,20.41,28.58
72.57,4.08,8.16,14.06,21.32,29.48
77.11,4.54,8.62,14.51,21.77,30.39
81.65,4.54,9.07,14.97,22.68,31.3
86.18,4.99,9.53,15.42,23.13,32.21
90.72,5.44,9.98,16.33,24.04,32.66
95.25,5.44,10.43,16.78,24.49,33.57
99.79,5.9,10.89,17.24,25.4,34.47
104.33,6.35,10.89,17.69,25.85,34.93
108.86,6.35,11.34,18.14,26.31,35.83
113.4,6.8,11.79,18.6,26.76,36.29
117.93,7.26,12.25,19.05,27.67,36.74
