BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.27,7.26,14.51,24.49,36.29
45.36,2.72,7.71,15.42,25.85,38.1
49.9,3.18,8.16,16.33,26.76,39.46
54.43,3.63,9.07,17.24,28.12,40.82
58.97,4.08,9.53,18.14,29.03,41.73
63.5,4.54,9.98,18.6,29.94,43.09
68.04,4.54,10.43,19.5,30.84,44
72.57,4.99,10.89,19.96,31.75,44.91
77.11,5.44,11.79,20.87,32.21,46.27
81.65,5.44,12.25,21.32,33.11,47.17
86.18,5.9,12.7,21.77,34.02,47.63
90.72,6.35,12.7,22.68,34.47,48.53
95.25,6.35,13.15,23.13,35.38,49.44
99.79,6.8,13.61,23.59,35.83,50.35
104.33,7.26,14.06,24.04,36.74,50.8
108.86,7.26,14.51,24.49,37.19,51.71
113.4,7.71,14.97,24.95,37.65,52.62
117.93,7.71,15.42,25.4,38.56,53.07
