BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.27,5.44,10.43,16.78,24.49
45.36,2.27,5.9,10.89,17.24,25.4
49.9,2.72,5.9,11.34,18.14,25.85
54.43,2.72,6.35,11.79,18.6,26.76
58.97,3.18,6.8,12.25,19.05,27.22
63.5,3.18,7.26,12.7,19.5,28.12
68.04,3.63,7.26,13.15,19.96,28.58
72.57,3.63,7.71,13.15,20.41,29.03
77.11,4.08,7.71,13.61,20.87,29.48
81.65,4.08,8.16,14.06,21.32,29.94
86.18,4.08,8.62,14.51,21.77,30.39
90.72,4.54,8.62,14.51,22.23,30.84
95.25,4.54,9.07,14.97,22.68,31.3
99.79,4.54,9.07,15.42,23.13,31.75
104.33,4.99,9.07,15.42,23.13,32.21
108.86,4.99,9.53,15.88,23.59,32.66
113.4,4.99,9.53,15.88,24.04,33.11
117.93,5.44,9.98,16.33,24.04,33.11
