BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,9,38,76,120
54.43,< 1,9,37,74,115
58.97,< 1,10,37,71,111
63.5,< 1,10,36,69,107
68.04,< 1,10,36,67,103
72.57,< 1,11,35,65,100
77.11,< 1,11,34,64,97
81.65,< 1,11,34,62,93
86.18,< 1,11,33,60,91
90.72,< 1,10,32,58,88
95.25,< 1,10,31,57,85
99.79,< 1,10,31,55,83
104.33,< 1,10,30,54,80
108.86,< 1,10,29,52,78
113.4,< 1,10,28,51,76
117.93,< 1,10,28,50,74
122.47,< 1,9,27,49,72
127.01,< 1,9,26,47,70
131.54,< 1,9,26,46,69
136.08,< 1,9,25,45,67
140.61,< 1,9,24,44,65
