BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.72,5.44,9.07,14.06,19.96
45.36,3.18,5.9,9.98,15.42,21.32
49.9,3.63,6.35,10.89,16.33,22.23
54.43,4.08,7.26,11.34,17.24,23.13
58.97,4.08,7.71,12.25,17.69,24.04
63.5,4.54,8.16,12.7,18.6,24.95
68.04,4.99,8.62,13.61,19.5,25.85
72.57,5.44,9.07,14.06,19.96,26.76
77.11,5.9,9.53,14.51,20.87,27.67
81.65,5.9,9.98,14.97,21.32,28.12
86.18,6.35,10.43,15.88,22.23,29.03
90.72,6.8,10.89,16.33,22.68,29.94
95.25,7.26,11.34,16.78,23.13,30.39
99.79,7.26,11.79,17.24,23.59,30.84
104.33,7.71,12.25,17.69,24.49,31.75
108.86,8.16,12.25,18.14,24.95,32.21
113.4,8.16,12.7,18.6,25.4,32.66
117.93,8.62,13.15,19.05,25.85,33.57
