BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.72,6.8,12.25,19.96,28.58
45.36,3.18,7.26,13.61,21.32,29.94
49.9,4.08,8.16,14.51,22.23,31.75
54.43,4.54,9.07,15.42,23.59,33.11
58.97,4.99,9.53,16.33,24.49,34.47
63.5,5.44,10.43,17.24,25.85,35.83
68.04,5.9,10.89,18.14,26.76,36.74
72.57,6.35,11.34,18.6,27.67,38.1
77.11,6.8,12.25,19.5,28.58,39.01
81.65,7.26,12.7,20.41,29.48,39.92
86.18,7.71,13.15,20.87,30.39,40.82
90.72,8.16,13.61,21.77,31.3,41.73
95.25,8.16,14.51,22.23,31.75,42.64
99.79,8.62,14.97,22.68,32.66,43.54
104.33,9.07,15.42,23.59,33.57,44.45
108.86,9.53,15.88,24.04,34.02,45.36
113.4,9.98,16.33,24.49,34.93,46.27
117.93,9.98,16.78,25.4,35.38,46.72
